,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSMUSG00000078240,354.1890796,0.601913267,0.171938028,3.500757074,0.000463939,0.024545716,NA
ENSMUSG00000081926,11611.73089,0.298985459,0.085577987,3.493719244,0.000476342,0.025017382,NA
ENSMUSG00000097255,263.6703062,0.631998178,0.180904959,3.493537047,0.000476667,0.025017382,Rpl31-ps7
ENSMUSG00000085890,400.4467791,0.43388565,0.124712242,3.479094298,0.000503112,0.026300104,NA
ENSMUSG00000028842,255.8010754,-0.73784287,0.212178541,-3.47746226,0.000506184,0.026331296,Ago3
ENSMUSG00000016319,6352.535699,0.478603949,0.137662425,3.476649115,0.000507722,0.026331296,Slc25a5
ENSMUSG00000080758,58.92359118,0.951850704,0.27430419,3.470055286,0.000520351,0.026880034,NA
ENSMUSG00000028393,609.4929275,0.415011428,0.1196472,3.468626318,0.000523127,0.026917425,Alad
ENSMUSG00000044393,2211.101922,-0.314349158,0.090849629,-3.460103944,0.000539967,0.027675413,Dsg2
ENSMUSG00000057440,253.6812004,-0.537215674,0.155374762,-3.457547854,0.000545115,0.027830581,Mpp7
ENSMUSG00000000958,182.9902453,0.671732685,0.194431118,3.454862015,0.000550575,0.028000342,Slc7a7
ENSMUSG00000031885,294.7720639,0.464487182,0.13455425,3.452043942,0.000556357,0.02818518,Cbfb
ENSMUSG00000057497,352.9642758,0.540560807,0.156683015,3.450028107,0.000560528,0.028287271,Fam136a
ENSMUSG00000119774,55.08807563,-1.507457672,0.437490794,-3.445690043,0.000569603,0.028635114,LOC115489800
ENSMUSG00000043483,1299.590167,0.455720599,0.132429124,3.441241511,0.000579051,0.028998985,Gm6863
ENSMUSG00000066571,124.1010879,-0.815959827,0.237320426,-3.438219973,0.000585552,0.029177742,Garre1
ENSMUSG00000119427,54.28388177,-1.512624959,0.44003385,-3.437519542,0.000587068,0.029177742,Gm24830
ENSMUSG00000118677,55.13038895,-1.506014727,0.438450323,-3.434858291,0.000592864,0.029351784,Rnu1b6
ENSMUSG00000031824,44.69295276,1.072102181,0.312214576,3.433863319,0.000595044,0.029351784,6430548M08Rik
ENSMUSG00000083328,292.0018539,0.521444702,0.152118038,3.427895256,0.00060828,0.029790648,Gm11826
ENSMUSG00000039050,329.4501198,0.448599148,0.130870669,3.42780512,0.000608482,0.029790648,Osbpl2
ENSMUSG00000009575,1517.353596,-0.300293704,0.087673179,-3.425149028,0.000614462,0.029971596,Cbx5
ENSMUSG00000028468,265.3980727,0.417939902,0.122129204,3.422112713,0.000621365,0.030024471,Rgp1
ENSMUSG00000041115,229.8072277,-0.535091629,0.156367469,-3.422013753,0.000621592,0.030024471,Iqsec2
ENSMUSG00000078578,4429.937779,0.192549376,0.056273746,3.421655553,0.000622411,0.030024471,Ube2d3
ENSMUSG00000032788,317.9079013,-0.653193117,0.191123863,-3.417642917,0.000631659,0.030358976,Pdxk
ENSMUSG00000021250,149.1752224,-0.734126756,0.215078258,-3.413300646,0.000641811,0.030734312,Fos
ENSMUSG00000024594,894.9623003,0.335916211,0.098458567,3.411751968,0.000645468,0.030797046,Prrc1
ENSMUSG00000109241,239.8615783,0.653469078,0.191624074,3.410161708,0.000649244,0.030864953,Gm7434
ENSMUSG00000097597,30.04506377,-1.12519878,0.330064578,-3.40902616,0.000651952,0.030881826,NA
ENSMUSG00000030060,203.5375843,-0.421724546,0.123880582,-3.404282889,0.00066338,0.031239736,Hmces
ENSMUSG00000065232,185.8008118,-0.936149965,0.275096457,-3.402988086,0.000666532,0.031239736,Gm22973
ENSMUSG00000020024,244.5334488,-0.622136542,0.182823285,-3.402939309,0.000666651,0.031239736,Cep83
ENSMUSG00000043866,543.4776244,0.377224101,0.110949423,3.399964516,0.000673946,0.031440142,Taf10
ENSMUSG00000031934,98.12208695,0.948091082,0.278912196,3.399245696,0.00067572,0.031440142,Panx1
ENSMUSG00000000204,98.84084597,1.068697762,0.31480268,3.394817864,0.000686743,0.031840109,Slfn4
ENSMUSG00000103011,365.1048857,0.59166945,0.174372542,3.393134292,0.000690978,0.031923649,NA
ENSMUSG00000021280,1053.837565,0.416914547,0.122970596,3.390359643,0.00069801,0.032135395,Exoc3l4
ENSMUSG00000046753,67.4884022,-0.857897353,0.253171077,-3.388607278,0.000702485,0.032140216,Ccdc66
ENSMUSG00000094122,3827.294768,0.479306304,0.141455006,3.388401146,0.000703014,0.032140216,NA
ENSMUSG00000067928,37.75669784,-0.861725966,0.254396646,-3.387332268,0.000705759,0.032153674,Zfp760
ENSMUSG00000035725,317.421355,-0.551855267,0.163116903,-3.383188722,0.000716494,0.032529809,Prkx
ENSMUSG00000117875,2677.065413,0.532608676,0.15776298,3.376005419,0.000735465,0.033150915,NA
ENSMUSG00000016239,51.28550804,-0.825167425,0.244503109,-3.374874978,0.000738492,0.033150915,Lonrf3
ENSMUSG00000082655,200.0259574,0.75209071,0.222864664,3.374652123,0.000739091,0.033150915,Gm7857
ENSMUSG00000032381,1065.898976,0.284949523,0.084465413,3.373564544,0.000742016,0.033150915,Ciao2a
ENSMUSG00000026554,775.3951079,-0.298140379,0.088383157,-3.373271434,0.000742807,0.033150915,Dcaf8
ENSMUSG00000032420,223.8566827,-0.978835663,0.290298786,-3.371821417,0.000746729,0.033181413,Nt5e
ENSMUSG00000020604,637.5417906,0.57250177,0.169838466,3.37086046,0.000749338,0.033181413,Arsg
ENSMUSG00000041132,102.4237893,0.933342948,0.276938133,3.370221857,0.000751077,0.033181413,N4bp2l1
ENSMUSG00000050310,352.910548,-0.473737129,0.140663466,-3.367876132,0.000757496,0.033325471,Rictor
ENSMUSG00000110631,94.46560136,-1.125394257,0.334224791,-3.367177685,0.000759417,0.033325471,NA
ENSMUSG00000028680,30.33651473,-1.065808161,0.316969471,-3.362494688,0.000772416,0.033782906,Plk3
ENSMUSG00000020859,1161.580604,-0.443336537,0.132058931,-3.357111345,0.000787614,0.034333162,Spag9
ENSMUSG00000012422,1342.257751,0.325246306,0.096918935,3.355859272,0.000791188,0.034374768,Tmem167
ENSMUSG00000041355,1359.65256,0.274426714,0.081859715,3.352402529,0.000801134,0.034621604,Ssr2
ENSMUSG00000036352,345.0507315,0.381648797,0.113862076,3.351851747,0.00080273,0.034621604,Ubac1
ENSMUSG00000108825,47.80706274,-0.973623115,0.290566943,-3.350770408,0.000805871,0.034621604,NA
ENSMUSG00000034926,47.68649834,-0.946873971,0.28267844,-3.349650474,0.000809136,0.034621604,Dhcr24
ENSMUSG00000095288,2985.960466,0.488285636,0.145785917,3.34933336,0.000810063,0.034621604,NA
ENSMUSG00000071671,485.969691,0.464743048,0.138944683,3.344806278,0.000823401,0.035036876,Gm10343
ENSMUSG00000068969,266.3572238,0.695927846,0.208102331,3.344161704,0.000825316,0.035036876,Rpl32-ps
ENSMUSG00000051723,2589.208724,0.48826635,0.146076886,3.342529834,0.000830184,0.035036876,NA
ENSMUSG00000024044,2170.555936,0.320263587,0.095817372,3.342437609,0.00083046,0.035036876,Epb41l3
ENSMUSG00000050854,143.8058962,0.525929111,0.157610626,3.336888668,0.000847219,0.035629351,Tmem125
ENSMUSG00000021040,31.73715582,1.356159822,0.407031504,3.331830115,0.000862769,0.036031797,Slirp
ENSMUSG00000085042,699.1853871,0.440708856,0.132297232,3.331202393,0.000864717,0.036031797,Abhd11os
ENSMUSG00000031672,1475.886975,0.237817347,0.071392979,3.331102719,0.000865027,0.036031797,Got2
ENSMUSG00000084883,556.8296231,0.477001566,0.143308209,3.328501352,0.000873146,0.036049017,Ccdc85c
ENSMUSG00000119286,71.98225246,-1.302570505,0.391438273,-3.327652392,0.000875811,0.036049017,Rnu5g
ENSMUSG00000054662,753.2377627,0.30139729,0.090574228,3.327627475,0.000875889,0.036049017,Ano9
ENSMUSG00000021263,1868.20023,0.305305392,0.091753411,3.327455497,0.00087643,0.036049017,Degs2
ENSMUSG00000021361,2375.474907,0.319790409,0.096169357,3.325283839,0.000883286,0.036217471,Tmem14c
ENSMUSG00000022801,79.76411994,-0.838822416,0.252435087,-3.322923239,0.000890794,0.036411561,Lrch3
ENSMUSG00000066491,1716.569765,0.453705824,0.136626871,3.320765685,0.000897709,0.036580236,NA
ENSMUSG00000004394,2142.756228,0.322534372,0.097172084,3.319208125,0.000902731,0.03667101,Tmed4
ENSMUSG00000062758,848.7392001,0.582473198,0.175544996,3.318084881,0.000906369,0.036705162,Gm16477
ENSMUSG00000118610,485.9846574,0.426453594,0.128650093,3.314833148,0.000916978,0.037020534,NA
ENSMUSG00000041660,155.3894303,0.905845921,0.273540251,3.311563532,0.000927762,0.037340986,Bbox1
ENSMUSG00000082099,301.221085,0.58155865,0.175716598,3.309639822,0.000934161,0.037483565,NA
ENSMUSG00000055730,124.3745048,0.733070626,0.221582255,3.308345359,0.00093849,0.037536082,Ces2a
ENSMUSG00000042672,300.3313094,0.453268611,0.137040989,3.307540416,0.000941191,0.037536082,Dcst1
ENSMUSG00000108322,9.202194371,-1.391378106,0.420947386,-3.305349197,0.000948581,NA,5430431A17Rik
ENSMUSG00000115338,1269.037923,0.406060527,0.122925045,3.3033181,0.000955479,0.037990438,Pnp
ENSMUSG00000028455,435.1231474,0.433107455,0.131288308,3.298903456,0.000970633,0.03842151,Stoml2
ENSMUSG00000070667,1789.879075,0.432823957,0.131220128,3.298457045,0.000972178,0.03842151,NA
ENSMUSG00000064923,29.45470785,-1.402456406,0.425373826,-3.296997421,0.000977244,0.038505761,Gm22042
ENSMUSG00000032358,103.4630762,-0.825995616,0.250597086,-3.296110217,0.000980335,0.038511921,Fam83b
ENSMUSG00000020888,166.1187856,-0.448932998,0.136306473,-3.293555969,0.000989286,0.038747544,Dvl2
ENSMUSG00000015652,32.52653074,2.631675144,0.799651197,3.291028831,0.000998217,0.038971567,Steap1
ENSMUSG00000038991,415.5011462,0.508791558,0.154716347,3.288544283,0.001007069,0.038971567,Txndc5
ENSMUSG00000015083,72.55701753,0.955306119,0.29051329,3.288338785,0.001007805,0.038971567,C8g
ENSMUSG00000026922,961.6976185,0.539805963,0.164159411,3.288303474,0.001007931,0.038971567,Agpat2
ENSMUSG00000061390,2154.311137,0.456742221,0.138921749,3.287766124,0.001009857,0.038971567,NA
ENSMUSG00000035133,1283.380584,-0.369227993,0.112339066,-3.286728361,0.001013586,0.039000751,Arhgap5
ENSMUSG00000023909,115.4008493,0.707076985,0.215262296,3.284722868,0.001020827,0.039053272,Paqr4
ENSMUSG00000022383,198.3816496,-0.563635681,0.171608294,-3.284431459,0.001021884,0.039053272,Ppara
ENSMUSG00000063166,47.05313607,1.00858082,0.3071307,3.283881484,0.00102388,0.039053272,NA
ENSMUSG00000001175,37543.18767,0.262231347,0.079937661,3.280448098,0.001036423,0.039360008,Calm1
ENSMUSG00000067147,878.9508063,0.58300589,0.177744508,3.280021959,0.00103799,0.039360008,Rpl7a-ps11
ENSMUSG00000099927,878.8247625,0.582780793,0.177718986,3.279226411,0.001040921,0.039360008,Gm8226
ENSMUSG00000057706,12.98690003,-1.323705756,0.403767765,-3.27838394,0.001044033,NA,Mex3b
ENSMUSG00000022914,640.8612068,-0.398909016,0.12178601,-3.275491284,0.001054784,0.039534346,Brwd1
ENSMUSG00000003072,3410.201641,0.219248427,0.066941231,3.275237437,0.001055732,0.039534346,Atp5d
ENSMUSG00000064120,214.0221952,0.476808366,0.145591428,3.274975545,0.001056711,0.039534346,Mocs1
ENSMUSG00000019731,575.6596514,0.329292376,0.1005552,3.274742389,0.001057584,0.039534346,Slc35e1
ENSMUSG00000041782,3429.153803,0.186025491,0.056841985,3.272677592,0.001065339,0.039711125,Lad1
ENSMUSG00000119142,71.18355667,-1.281303797,0.392009988,-3.268548855,0.001081005,0.039925453,Gm23143
ENSMUSG00000107118,68.71849283,-1.095013234,0.335027683,-3.268426129,0.001081474,0.039925453,NA
ENSMUSG00000024338,1019.500018,1.30778778,0.400173161,3.268054704,0.001082894,0.039925453,Psmb8
ENSMUSG00000086866,24.60260707,1.304897546,0.399300463,3.267959011,0.001083261,0.039925453,NA
ENSMUSG00000029661,265.1428237,-0.950481872,0.290964655,-3.266657496,0.001088253,0.039997092,Col1a2
ENSMUSG00000048874,1394.92491,-0.324896831,0.099526928,-3.264411329,0.001096918,0.040141123,Phf3
ENSMUSG00000082328,379.7364173,0.547465498,0.167736853,3.263835523,0.00109915,0.040141123,NA
ENSMUSG00000019873,2892.835367,0.229339473,0.070291586,3.262687397,0.001103612,0.040141123,Reep3
ENSMUSG00000052539,664.7249509,-0.34039936,0.104347756,-3.262162733,0.001105657,0.040141123,Magi3
ENSMUSG00000026915,1230.163191,-0.31298254,0.095956914,-3.261698685,0.001107468,0.040141123,Strbp
ENSMUSG00000040760,363.3279896,-0.468154299,0.143594055,-3.260262417,0.001113092,0.040163956,Appl1
ENSMUSG00000070283,208.9746345,0.397072415,0.121802285,3.259975101,0.00111422,0.040163956,Ndufaf3
ENSMUSG00000115486,1751.921723,0.530776132,0.16289159,3.258462464,0.001120177,0.04023777,NA
ENSMUSG00000025648,585.6644933,0.364938403,0.112037497,3.257288089,0.001124822,0.04023777,Pfkfb4
ENSMUSG00000031328,69.22518914,-0.718323818,0.220539208,-3.257125223,0.001125468,0.04023777,Flna
ENSMUSG00000021636,461.8692511,-0.365062609,0.112155138,-3.254978918,0.001134008,0.040269865,Marveld2
ENSMUSG00000025027,2300.075967,0.405251317,0.124521108,3.254478887,0.001136006,0.040269865,Xpnpep1
ENSMUSG00000081263,113.9471684,0.766000979,0.23539019,3.254175457,0.00113722,0.040269865,Gm14859
ENSMUSG00000017418,172.4574406,-0.539244728,0.165726635,-3.253820536,0.001138642,0.040269865,Arl5b
ENSMUSG00000113626,19.71149455,-0.946870569,0.291072404,-3.253041362,0.001141769,NA,NA
ENSMUSG00000002227,918.1543633,0.392288179,0.120658071,3.251238615,0.001149034,0.04032012,Mov10
ENSMUSG00000025068,6019.647414,0.317452264,0.097646392,3.251039347,0.001149839,0.04032012,Gsto1
ENSMUSG00000024921,928.6538947,-0.447502606,0.137684471,-3.250203918,0.001153223,0.04032012,Smarca2
ENSMUSG00000048186,683.1778442,-0.543716397,0.167315717,-3.249643295,0.001155498,0.04032012,Bend7
ENSMUSG00000020063,253.464007,-0.495077368,0.152374158,-3.249090096,0.001157748,0.04032012,Sirt1
ENSMUSG00000017837,270.5631888,0.4287555,0.131969222,3.248905271,0.001158501,0.04032012,Nkiras2
ENSMUSG00000050222,35.30307216,-0.913464758,0.281382458,-3.246345786,0.001168968,0.040535283,Il17d
ENSMUSG00000103791,10.91251112,-1.583027175,0.487652427,-3.246220234,0.001169483,NA,NA
ENSMUSG00000038143,31.31853372,-0.969119114,0.298603961,-3.245499864,0.001172446,0.040535283,Stox2
ENSMUSG00000041220,1265.861577,0.347829655,0.107184966,3.245134715,0.001173951,0.040535283,Elovl6
ENSMUSG00000029028,89.46205923,-0.924195472,0.285014944,-3.242621099,0.001184356,0.040646205,Lrrc47
ENSMUSG00000094191,1685.276167,0.537108936,0.165655635,3.242322153,0.001185599,0.040646205,Rpl31-ps14
ENSMUSG00000038225,100.6707882,0.57435767,0.17715518,3.242116152,0.001186457,0.040646205,Primpol
ENSMUSG00000038828,337.7248378,0.423983303,0.130837334,3.240537606,0.001193045,0.040734469,Tmem214
ENSMUSG00000047230,4786.53941,0.317266846,0.09792147,3.240013113,0.001195242,0.040734469,Cldn2
ENSMUSG00000046058,51.22088932,-1.171345093,0.361777239,-3.237752319,0.001204754,0.040952257,Eid2
ENSMUSG00000090753,617.226644,0.657579074,0.203249486,3.23532958,0.001215024,0.041194649,Rpl31-ps4
ENSMUSG00000060802,27033.93439,0.556785304,0.172146211,3.234374427,0.001219095,0.041223175,B2m
ENSMUSG00000035493,204.4968696,0.520600456,0.160994188,3.233659936,0.001222149,0.041223175,Tgfbi
ENSMUSG00000004591,1078.998732,-0.378914434,0.117327711,-3.229539145,0.001239899,0.041688093,Pkn2
ENSMUSG00000105181,162.2515851,0.608959404,0.188591353,3.228988999,0.001242287,0.041688093,Gm19620
ENSMUSG00000003070,20.66405915,-1.402986437,0.434820725,-3.226585939,0.001252766,NA,Efna2
ENSMUSG00000074196,92.58131032,-1.145381189,0.355049571,-3.225975416,0.001255441,0.042022058,Clca4c-ps
ENSMUSG00000031886,2958.850922,0.246329851,0.076406984,3.22391802,0.001264496,0.042217433,Ces2e
ENSMUSG00000084289,1399.276802,0.620869573,0.192694779,3.222036306,0.00127283,0.042387825,NA
ENSMUSG00000035429,973.3641009,0.377809917,0.117363105,3.219154071,0.001285694,0.042639708,Ptprh
ENSMUSG00000026589,933.7819529,0.379085007,0.11776898,3.218886727,0.001286893,0.042639708,Sec16b
ENSMUSG00000038418,72.72062013,-0.816759884,0.25385307,-3.217451283,0.00129335,0.042745703,Egr1
ENSMUSG00000086670,182.3012157,0.774519483,0.240825309,3.216105013,0.001299433,0.042813833,NA
ENSMUSG00000110532,294.624973,0.421473496,0.131090996,3.215121634,0.001303893,0.042813833,NA
ENSMUSG00000017868,125.8085495,-1.070198557,0.332907872,-3.214698862,0.001305814,0.042813833,Sgk2
ENSMUSG00000028755,260.1494868,0.673130993,0.209429522,3.214117033,0.001308463,0.042813833,Cda
ENSMUSG00000079363,18.35866483,2.554497687,0.795628109,3.210667973,0.001324268,NA,Gbp4
ENSMUSG00000072568,3346.99524,0.492544812,0.15349638,3.208836675,0.001332732,0.043499436,Lratd2
ENSMUSG00000033021,572.7140355,0.369317971,0.115175327,3.206571937,0.001343267,0.043734512,Gmppa
ENSMUSG00000045658,730.6793161,0.525118132,0.163851564,3.204840525,0.001351373,0.043889528,Pid1
ENSMUSG00000003123,727.9633406,0.352927447,0.110166716,3.203576007,0.001357322,0.043973884,Lipe
ENSMUSG00000016308,562.0799693,0.358332027,0.111919579,3.201692069,0.00136623,0.044153445,Ube2a
ENSMUSG00000054256,127.542104,-0.591285405,0.184760992,-3.200271874,0.00137298,0.044262584,Msi1
ENSMUSG00000015095,277.5173937,0.380353262,0.118895264,3.199061501,0.001378758,0.044339896,Fbxw5
ENSMUSG00000058921,223.4045953,-0.873794343,0.273453539,-3.195403308,0.001396356,0.044796045,Slc10a5
ENSMUSG00000033416,1001.41257,0.314381988,0.098494231,3.191882268,0.001413489,0.045235106,Gucd1
ENSMUSG00000022309,1.9667574,-2.776201966,0.86981949,-3.191698966,0.001414387,NA,Angpt1
ENSMUSG00000003873,69.71395562,-0.754211948,0.236461824,-3.189571725,0.001424838,0.045487339,Bax
ENSMUSG00000081058,62.59716906,-0.654861724,0.205570523,-3.185581842,0.001444632,0.046007333,H3c15
ENSMUSG00000116648,3488.452048,0.45374242,0.142517553,3.183765162,0.001453729,0.046184935,Rpl31-ps12
ENSMUSG00000084060,211.575441,0.533351219,0.16758525,3.182566592,0.001459759,0.046264501,NA
ENSMUSG00000034932,1088.135432,0.341162756,0.107400552,3.176545638,0.001490403,0.046961496,Mrpl54
ENSMUSG00000006057,2976.615237,0.267965017,0.084370388,3.176055297,0.001492925,0.046961496,Atp5g1
ENSMUSG00000115662,2535.389224,0.415941178,0.130969913,3.175852892,0.001493967,0.046961496,Gm7232
ENSMUSG00000041870,1075.958333,0.352202012,0.110914215,3.175445197,0.001496068,0.046961496,Ankrd13a
ENSMUSG00000024790,503.6447185,-0.570723931,0.179777654,-3.17460997,0.00150038,0.046984461,Sac3d1
ENSMUSG00000081461,469.6948209,0.54184896,0.170779172,3.172804713,0.00150974,0.047060389,NA
ENSMUSG00000023456,2229.862573,0.388633754,0.122491919,3.17272974,0.00151013,0.047060389,Tpi1
ENSMUSG00000018442,655.7491701,0.269992182,0.085115453,3.172070067,0.001513565,0.047060389,Derl2
ENSMUSG00000030763,379.0708602,0.4011154,0.126511637,3.170581055,0.001521344,0.047113535,Lcmt1
ENSMUSG00000026385,21817.0636,0.271727476,0.085708475,3.170368833,0.001522456,0.047113535,Dbi
ENSMUSG00000030088,398.1897282,2.184095695,0.690476182,3.163173115,0.001560595,0.048180158,Aldh1l1
ENSMUSG00000020609,4423.919592,-0.81930488,0.259319821,-3.159437935,0.001580738,0.048687462,Apob
ENSMUSG00000119227,83.01930874,-1.141265108,0.361450883,-3.157455584,0.001591525,0.048882004,Gm25099
ENSMUSG00000113389,3102.195877,0.51937177,0.164519023,3.156910127,0.001594505,0.048882004,NA
ENSMUSG00000022641,509.0993801,-0.401369659,0.127208038,-3.155222477,0.001603758,0.049051057,Bbx
ENSMUSG00000089235,2.473416447,-2.155803284,0.683802598,-3.152669046,0.001617851,NA,Gm23119
ENSMUSG00000021771,4523.227584,0.261151185,0.082877349,3.151056204,0.001626812,0.04964046,Vdac2
ENSMUSG00000092341,30320.78646,-0.576454368,0.183001373,-3.150000231,0.001632703,0.049695957,Malat1
ENSMUSG00000000805,208.7232647,7.29516396,2.316385281,3.149374164,0.001636206,0.049695957,Car4
ENSMUSG00000091549,2337.750175,0.504413188,0.160222179,3.148210766,0.001642732,0.049742835,NA
ENSMUSG00000062270,4824.923153,-0.234570871,0.074521876,-3.147678004,0.001645729,0.049742835,Morf4l1
ENSMUSG00000093798,8324.689988,0.428111791,0.13603479,3.147075763,0.001649122,0.049742835,Gm8355
ENSMUSG00000081121,16.11046563,-1.4819037,0.471313113,-3.144202145,0.001665404,NA,Gm12791
ENSMUSG00000038721,47.51285654,-0.798681535,0.254173244,-3.142272267,0.001676421,0.050450265,Hoxb7
ENSMUSG00000006342,349.611225,0.641402426,0.20417907,3.141372068,0.001681583,0.050489805,Susd2
ENSMUSG00000031286,67.61405999,0.783809633,0.249730807,3.138618103,0.001697465,0.05083588,Glt28d2
ENSMUSG00000023845,506.0610162,-0.326553606,0.104063154,-3.138032961,0.001700857,0.05083588,Lnpep
ENSMUSG00000023140,94.30076288,7.599938724,2.426279525,3.132342603,0.001734174,0.051615461,Reg2
ENSMUSG00000068284,333.6582991,-0.371815584,0.11870615,-3.132235236,0.001734808,0.051615461,Usf3
ENSMUSG00000112553,120.6243997,0.734012469,0.234420237,3.131182179,0.001741041,0.05166455,Gm4556
ENSMUSG00000003269,429.020327,-0.334025641,0.10669607,-3.130627406,0.001744333,0.05166455,Cyth2
ENSMUSG00000002052,569.9417064,-0.369538457,0.118083368,-3.129470827,0.001751215,0.051751547,Supt6
ENSMUSG00000081999,82.18460434,0.78340786,0.250752002,3.124233717,0.001782688,0.052563255,NA
ENSMUSG00000018239,195.7719931,-0.528592622,0.169242922,-3.123277564,0.00178849,0.052616091,Zcchc10
ENSMUSG00000083557,7.013861691,-1.632548984,0.523095035,-3.120941461,0.001802739,NA,NA
ENSMUSG00000021693,643.0853793,-0.474170853,0.151989232,-3.119766105,0.001809947,0.053128219,Kif2a
